vip,title,year,kms,city,province,transmission,price,age,age_sq,year_norm,year_norm_sq,kms_norm,kms_norm_sq,10th Quantile,50th Quantile,90th Quantile,cheap,expensive
29390589,2017 Subaru Outback 2.5i | CLEAN CARFAX | BACKUP CAMERA | ROOF RAIL CROSSBARS |,2017,70809,Winnipeg,MB,Automatic,28549,7,49,0.19,0.0361,70.809,5013.914481,21588.8707386382,27020.5214774888,31697.9366585631,False,False
29523054,2019 Subaru Outback 2.5i Touring,2019,60233,Lower Sackville,NS,Automatic,29900,5,25,0.21,0.0441,60.233,3628.014289,26750.0637887242,32425.6401993549,36706.6250228129,False,False
29512747,2006 Subaru Outback,2006,274000,-,ON,,2500,18,324,0.08,0.0064,274,75076,-1141.39389376657,2715.04643937296,5989.65627294899,False,False
29522165,2017 Subaru Outback Limited Package,2017,149000,Paradise,NL,Automatic,16750,7,49,0.19,0.0361,149,22201,18354.9182731017,21682.0201078835,25566.3499408204,True,False
29598700,2011 Subaru Outback,2011,115000,-,NL,,10000,13,169,0.13,0.0169,115,13225,9452.48619183509,14171.3090887484,19208.6327351307,False,False
29578066,2012 Subaru Outback AWD AUCUN ACCIDENT TOIT OUVRANT CRUISE CTRL,2012,256301,Pincourt,QC,Automatic,6499,12,144,0.14,0.0196,256.301,65690.202601,5041.44494825968,7929.3413397495,11457.6572737896,False,False
29602401,2009 Subaru Outback,2009,338716,Chesley,ON,Automatic,1000,15,225,0.11,0.0121,338.716,114728.528656,-1660.20057915819,2453.37014549761,5221.3302503415,False,False
29375144,2015 Subaru Outback 2.5i groupe Limited et ensemble Technologie familiale 5 portes,2015,176000,-,QC,,13800,9,81,0.17,0.0289,176,30976,13177.8344339427,16227.2201778262,20221.8336037425,False,False
29525012,2012 Subaru Outback,2012,119000,Mississauga,ON,Automatic,14995,12,144,0.14,0.0196,119,14161,10602.4841923388,15091.7261007952,20027.0534100484,False,False
29556650,2022 Subaru Outback Wilderness,2022,25540,Brossard,QC,Automatic,44494,2,4,0.24,0.0576,25.54,652.2916,36493.3023836328,43430.0363496767,47085.7714267814,False,False
29396716,2012 Subaru Outback 3.6R w/Limited & Nav Pkg AWD AUTOMATIQUE FULL AC MAGS TOIT OUVRANT,2012,202000,Laval,QC,Automatic,8495,12,144,0.14,0.0196,202,40804,7215.92975116635,10295.0430985737,14382.8514600758,False,False
29552365,2023 Subaru Outback Convenience,2023,13146,Airdrie,AB,Automatic,39980,1,1,0.25,0.0625,13.146,172.817316,40100.478005517,47566.8757128816,50963.6343261989,True,False
29596871,2015 Subaru Outback 2.5i w/Limited &amp;amp; Tech Pkg 5dr Wgn CVT 2.5i w/Limited &amp;amp; Tech Pkg,2015,107172,Ottawa,ON,CVT,20995,9,81,0.17,0.0289,107.172,11485.837584,16000.4967424228,20474.6296406428,25170.2972728053,False,False
29564574,2022 Subaru Outback 2.4L Premier XT Turbo,2022,22249,Ottawa,ON,Automatic,43888,2,4,0.24,0.0576,22.249,495.018001,36632.5375783366,43713.3818170243,47402.1159991789,False,False
29566258,2016 Subaru Outback Limited 2.5L Cuir Navi Harmon Kardon CERTIFIÉ,2016,89305,Sainte-Julie,QC,Automatic,23995,8,64,0.18,0.0324,89.305,7975.383025,18699.4607995059,23605.4829690321,28303.6926437954,False,False
29523754,2022 Subaru Outback Premier XT EyeSight NAVI+CUIR.BRUN+TOIT.OUVRANT,2022,50157,Boisbriand,QC,Automatic,43964,2,4,0.24,0.0576,50.157,2515.724649,35455.596567088,41381.7617121399,44790.1976012074,False,False
28948506,2014 Subaru Outback 2.5i Premium,2014,156069,Montréal,QC,Automatic,11995,10,100,0.16,0.0256,156.069,24357.532761,12192.7893518272,15658.4501168587,20005.8762130471,True,False
29494665,2005 Subaru Outback I Limited,2005,312000,Montreal,QC,Automatic,2990,19,361,0.07,0.0049,312,97344,-2987.62560202664,1394.86167223754,4160.53384697173,False,False
28993935,2020 Subaru Outback Touring,2020,58567,Grande Prairie,AB,Automatic,37450,4,16,0.22,0.0484,58.567,3430.093489,29420.1593999486,35104.7681286801,39107.1224892111,False,False
27970080,2019 Subaru Outback,2019,120056,Cayuga,ON,Automatic,22995,5,25,0.21,0.0441,120.056,14413.443136,24262.7733002884,28096.2758403935,31772.0727325716,True,False
29519665,"2020 Subaru Outback Convenience AWD - Backup Camera, Extra Set Of Tires, Apple CarPlay, ACC",2020,35441,Sherwood Park,AB,Automatic,34985,4,16,0.22,0.0484,35.441,1256.064481,30392.6793353027,36985.1109665823,41220.0713054904,False,False
28082508,2016 Subaru Outback 3.6R w/Limited Pkg,2016,126527,Toronto,ON,Automatic,19000,8,64,0.18,0.0324,126.527,16009.081729,17159.1558837945,21048.8090823785,25369.5785439983,False,False
29227211,2022 Subaru Outback PREMIER AWD *TOIT* NAV *SIEGES VENTIL* CUIR *PROMO,2022,33549,Mirabel,QC,Automatic,41875,2,4,0.24,0.0576,33.549,1125.535401,36154.9575341896,42749.8612163489,46325.2284976528,False,False
29590966,2024 Subaru Outback Premier XT,2024,0,Repentigny,QC,Automatic,49888,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29590043,2013 Subaru Outback Limited,2013,198500,-,QC,,8500,11,121,0.15,0.0225,198.5,39402.25,8832.96857656795,11826.1604891619,15859.2549735616,True,False
29519224,2021 Subaru Outback Touring,2021,58301,Oakville,ON,Automatic,36499,3,9,0.23,0.0529,58.301,3399.006601,32192.2172208108,37843.7520161823,41524.1171063284,False,False
29574760,2016 Subaru Outback 3.6R Limited,2016,75423,Steinbach,MB,Automatic,29990,8,64,0.18,0.0324,75.423,5688.628929,19277.8303306084,24632.4975166841,29470.9963088354,False,True
29536743,2002 Subaru Outback,2002,360000,-,SK,Automatic,4000,22,484,0.04,0.0016,360,129600,-4943.19827654903,884.415373191994,2630.68243214033,False,True
29523772,2018 Subaru Outback 3.6R Limited EyeSight NAVI+CUIR+TOIT.OUVRANT,2018,100323,Boisbriand,QC,Automatic,27464,6,36,0.2,0.04,100.323,10064.704329,22639.240855411,27064.4756454075,31206.5920660444,False,False
29407031,2018 Subaru Outback 2.5i*AWD*AllPwrOpti*HtdSeats*Camera*Bluetooth&Much,2018,139000,North York,ON,Automatic,21880,6,36,0.2,0.04,139,19321,21043.733969274,24501.9923846971,28251.3026567183,False,False
29373319,2014 Subaru Outback 2.5i Premium,2014,136989,Scarborough,ON,Automatic,16995,10,100,0.16,0.0256,136.989,18765.986121,12974.2276195747,16816.3439626033,21358.2382628315,False,False
29527647,2015 Subaru Outback 2.5i/Limited/BLUE,2015,180376,Calgary,AB,Automatic,20900,9,81,0.17,0.0289,180.376,32535.501376,13000.1388174429,15990.3636130315,19940.1891343591,False,True
29182402,2018 Subaru Outback 2.5L AWD Htd Seats Bluetooth Radio,2018,90990,Edmonton,AB,Automatic,28987,6,36,0.2,0.04,90.99,8279.1801,23026.7164781117,27729.2412870554,31965.8425062786,False,False
29567226,2020 Subaru Outback Outdoor XT,2020,34354,Toronto,ON,Automatic,38995,4,16,0.22,0.0484,34.354,1180.197316,30438.5361322665,37076.2202267861,41322.0961061042,False,False
29509354,2011 Subaru Outback 2.5i Premium,2011,279130,Sherbrooke,QC,Automatic,4500,13,169,0.13,0.0169,279.13,77913.5569,2821.83938339063,5929.55201223907,9282.84906056675,False,False
29599490,2020 Subaru Outback Limited,2020,63000,-,AB,,40500,4,16,0.22,0.0484,63,3969,29234.4114446875,34756.9842589654,38714.6683344456,False,True
29536723,2016 Subaru Outback LIMITED | NAVI | AWD | NO ACCIDENTS,2016,203634,North York,ON,Automatic,17495,8,64,0.18,0.0324,203.634,41466.805956,14016.9405365059,16665.8739738349,20198.8226172016,False,False
29270510,2012 Subaru Outback 5dr Wgn CVT 2.5i w/Convenience Pkg,2012,265000,Hamilton,ON,CVT,8995,12,144,0.14,0.0196,265,70225,4696.11420923291,7607.13554136491,11045.4519164465,False,False
29326040,2018 Subaru Outback Limited,2018,182500,Quebec,QC,Automatic,20850,6,36,0.2,0.04,182.5,33306.25,19268.9729186725,21990.3215443865,25295.4355514891,False,False
28993561,2011 Subaru Outback 4dr Wgn H4 Auto 2.5i Limited Pwr Moon,2011,215534,Montreal,QC,Automatic,9500,13,169,0.13,0.0169,215.534,46454.905156,5355.79536831215,8460.61572875983,12470.7339928341,False,False
29610205,2013 Subaru Outback 2.5i Limited,2013,225971,Brossard,QC,Automatic,9994,11,121,0.15,0.0225,225.971,51062.892841,7727.76896820274,10533.0629533247,14283.7348146299,False,False
29539720,2020 Subaru Outback Convenience,2020,22007,Prince Albert,SK,Automatic,36995,4,16,0.22,0.0484,22.007,484.308049,30960.3279743619,38128.2955130514,42498.0469698234,False,False
29519850,2017 Subaru Outback 3.6R Limited w/Tech Pkg,2017,94691,Red Deer,AB,Automatic,29997,7,49,0.19,0.0361,94.691,8966.385481,20593.9701241588,25255.5996403282,29691.6549980926,False,True
29586960,2016 Subaru Outback LIMITED **BAS KM**,2016,100829,Lachine,QC,Automatic,22657,8,64,0.18,0.0324,100.829,10166.487241,18220.9471318628,22783.2503750811,27364.803302752,False,False
29563737,2019 Subaru Outback 2.5i Touring,2019,123549,Red Deer,AB,Automatic,30967,5,25,0.21,0.0441,123.549,15264.355401,24118.762214753,27866.4022737162,31506.71395587,False,False
29400062,2014 Subaru Outback **AWD+MAGS+AUBAINE**,2014,255800,Longueuil,QC,Automatic,8950,10,100,0.16,0.0256,255.8,65433.64,8173.53351193318,10833.7652058705,14156.7277256144,False,False
29531065,"2020 Subaru Outback ACC CRUISE, APPLE CARPLAY, NO ACCIDENTS",2020,53960,St. Albert,AB,Automatic,36907,4,16,0.22,0.0484,53.96,2911.6816,29613.4277317443,35470.5177064994,39519.2676609168,False,False
29589470,2008 Subaru Outback 2.5,2008,226000,North York,ON,Manual,5500,16,256,0.1,0.01,226,51076,1954.20006600836,5443.79151311285,9354.82874735881,False,False
29555710,2020 Subaru Outback Limited XT,2020,63019,Laval,QC,Automatic,36995,4,16,0.22,0.0484,63.019,3971.394361,29233.6157884336,34755.5024082328,38712.9949682724,False,False
29454024,2013 Subaru Outback 2.5i PREMIUM,2013,233933,Calgary,AB,Automatic,11988,11,121,0.15,0.0225,233.933,54724.648489,7409.00084709279,10187.5091895268,13856.1356843233,False,False
29523731,2020 Subaru Outback 2.5i TOURING AWD TOIT OUVRANT,2020,34501,Cowansville,QC,Automatic,34984,4,16,0.22,0.0484,34.501,1190.319001,30432.3339454193,37063.884787301,41308.284601039,False,False
29266805,2021 Subaru Outback Limited,2021,40941,Prince Albert,SK,Automatic,43995,3,9,0.23,0.0529,40.941,1676.165481,32921.758139868,39245.8557500966,43100.8924181093,False,True
29512405,2016 Subaru Outback LIMITED,2016,179678,Montréal,QC,Automatic,16950,8,64,0.18,0.0324,179.678,32284.183684,14986.1615202237,17895.6695678895,21674.2399466942,False,False
29192420,2016 Subaru Outback 2.5i Premium,2016,163793,Calgary,AB,Automatic,21999,8,64,0.18,0.0324,163.793,26828.146849,15632.3314699295,18776.7037603838,22717.7174047719,False,False
29267182,"2013 Subaru Outback 3.6R ~AUTOMATIC, FULLY CERTIFIED WITH WARRANTY!!!~",2013,186606,Toronto,ON,Automatic,11990,11,121,0.15,0.0225,186.606,34821.799236,9314.06294488572,12434.5354139601,16589.5938811855,False,False
29458770,2020 Subaru Outback Outdoor XT,2020,78016,Brossard,QC,Automatic,33788,4,16,0.22,0.0484,78.016,6086.496256,28606.8330752875,33609.1852914938,37415.360030811,False,False
29152564,2020 Subaru Outback 2.4L Outdoor XT Turbo,2020,97021,Vaughan,ON,Automatic,33747,4,16,0.22,0.0484,97.021,9413.074441,27816.1025799556,32223.4606076872,35837.4421222251,False,False
29266486,2019 Subaru Outback 3.6R Limited,2019,82000,Kemptville,ON,Automatic,32995,5,25,0.21,0.0441,82,6724,25840.4802977043,30764.5501260598,34825.8911289997,False,False
29502351,2020 Subaru Outback Outdoor XT,2020,74419,Laval,QC,Automatic,33995,4,16,0.22,0.0484,74.419,5538.187561,28756.939602151,33879.8787656876,37722.3743927755,False,False
29557920,2019 Subaru Outback TOURING AWD ** GARANTIE 10 ANS **,2019,128344,Shawinigan,QC,Automatic,25978,5,25,0.21,0.0441,128.344,16472.182336,23921.2907085785,27554.9616880368,31146.5344442435,False,False
29499447,2021 Subaru Outback Touring,2021,30171,Lethbridge,AB,Automatic,38900,3,9,0.23,0.0529,30.171,910.289241,33376.0292666672,40147.0971091272,44110.2945440863,False,False
29572576,2016 Subaru Outback 2.5I LIMITED AWD CUIR TOIT NAVIGATION,2016,121330,Cowansville,QC,Automatic,22984,8,64,0.18,0.0324,121.33,14720.9689,17373.2984938783,21388.5331156798,25762.1135188369,False,False
29498729,2016 Subaru Outback 2.5i groupe Tourisme AWD,2016,75007,Terrebonne,QC,Automatic,22977,8,64,0.18,0.0324,75.007,5626.050049,19295.1950381291,24663.8901538987,29506.5889651804,False,False
29162893,2013 Subaru Outback,2013,195000,-,ON,,13500,11,121,0.15,0.0225,195,38025,8974.37635546176,12002.1407772884,16071.1449026072,False,False
29416359,2019 Subaru Outback 3.6R TOURING LEATHER NAVI SUNROOF,2019,84054,Oakville,ON,Automatic,34950,5,25,0.21,0.0441,84.054,7065.074916,25754.9189518033,30612.8738030825,34653.4555991388,False,True
29310276,2008 Subaru Outback NO ACCIDENTS / L.L BEAN EDITION / LOCAL /CERTIFIED,2008,203846,Etobicoke,ON,Automatic,9888,16,256,0.1,0.01,203.846,41553.191716,2844.83238852015,6474.27367470718,10613.1509511612,False,False
29556659,2022 Subaru Outback Premier XT EyeSight- AndroidAuto/AppleCarPlay,2022,29355,Dorval,QC,Automatic,43599,2,4,0.24,0.0576,29.355,861.716025,36332.0472996808,43104.3846532453,46721.8481807542,False,False
29537199,2011 Subaru Outback 2.5i Prem,2011,150815,Winnipeg,MB,Automatic,15499,13,169,0.13,0.0169,150.815,22745.164225,7980.27285682069,11896.7435672828,16569.6887398734,False,False
28415480,2018 Subaru Outback 2.5i Limited,2018,156000,Toronto,ON,Automatic,17995,6,36,0.2,0.04,156,24336,20347.6659218123,23473.7463378071,27049.766060299,True,False
29436360,2022 Subaru Outback Wilderness,2022,30493,Laval,QC,Automatic,43695,2,4,0.24,0.0576,30.493,929.823049,36283.9765909139,43007.8279544853,46613.8714282531,False,False
29509422,2024 Subaru Outback Onyx,2024,0,Edmonton,AB,Automatic,46202,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29458232,2022 Subaru Outback Premier XT,2022,13992,Smiths Falls,ON,Automatic,48888,2,4,0.24,0.0576,13.992,195.776064,36982.3992504635,44434.1641663957,48205.6276943881,False,True
29481414,2016 Subaru Outback 2.5i,2016,198809,Waterloo,ON,Automatic,16500,8,64,0.18,0.0324,198.809,39525.018481,14211.6434067748,16904.004867485,20486.4865755533,False,False
29510722,2023 Subaru Outback Limited,2023,9884,Stratford,ON,Automatic,45950,1,1,0.25,0.0625,9.884,97.693456,40238.9314626942,47856.0918117695,51285.5043538392,False,False
29453234,2016 Subaru Outback Limited & Tech Pkg,2016,121000,Middleton,NS,Automatic,22995,8,64,0.18,0.0324,121,14641,17386.9062120204,21410.2939348852,25787.2265079648,False,False
29190811,2014 Subaru Outback 2.5i Premium,2014,193972,Mascouche,QC,Automatic,9995,10,100,0.16,0.0256,193.972,37625.136784,10652.3439850929,13582.0251511908,17541.6796947959,True,False
29408045,2022 Subaru Outback Wilderness,2022,28008,Stratford,ON,Automatic,46850,2,4,0.24,0.0576,28.008,784.448064,36388.9649113637,43219.0213169234,46850.0000000002,False,False
29431297,2018 Subaru Outback Limited,2018,108903,Edmonton,AB,Automatic,28711,6,36,0.2,0.04,108.903,11859.863409,22283.8745262829,26469.2675040905,30524.4187907382,False,False
29571340,2019 Subaru Outback 2.5i Limited w-EyeSight Pkg >>No accident<<,2019,37647,Thornhill,ON,Automatic,35785,5,25,0.21,0.0441,37.647,1417.296609,27699.3929885275,34253.0159229579,38761.2341917044,False,False
29005088,"2011 Subaru Outback PREMIUM ~AUTOMATIC, FULLY CERTIFIED WITH WARRANTY!",2011,192276,Toronto,ON,Automatic,9990,13,169,0.13,0.0169,192.276,36970.060176,6293.63566188792,9595.5482447905,13844.5153445335,False,False
29562131,2013 Subaru Outback 2.5i Premium,2013,178493,Oshawa,ON,Automatic,12999,11,121,0.15,0.0225,178.493,31859.751049,9643.11629442059,12866.3298426523,17104.4716810158,False,False
29507422,2010 Subaru Outback 4dr Wgn H4 Auto 2.5i Premium AWD,2010,199286,Scarborough,ON,,8995,14,196,0.12,0.0144,199.286,39714.909796,4855.85987892296,8224.07957111271,12433.2667496182,False,False
29480951,2011 Subaru Outback 2.5i Limited Pwr Moon,2011,219525,Levis,QC,Automatic,9595,13,169,0.13,0.0169,219.525,48191.225625,5195.46437095154,8277.13185882916,12246.1911711949,False,False
29608114,2005 Subaru Outback i Limited,2005,298000,Burlington,ON,Automatic,4850,19,361,0.07,0.0049,298,88804,-2438.70211916671,1784.75955431847,4696.11154563365,False,True
29436351,2018 Subaru Outback Tourisme 2.5L Sièges chauffants Toit CERTIFIÉ,2018,84715,Sainte-Julie,QC,Automatic,24595,6,36,0.2,0.04,84.715,7176.631225,23287.7738174609,28186.3404173145,32486.4021014361,False,False
29602804,2011 Subaru Outback,2011,245000,Laval,QC,Automatic,4500,13,169,0.13,0.0169,245,60025,4176.19140848293,7183.70361861515,10890.1735143283,False,False
29347860,"2019 Subaru Outback AWD | No Accidents | Only 34,300kms",2019,34313,Winnipeg,MB,Automatic,34980,5,25,0.21,0.0441,34.313,1177.381969,27840.0032106842,34531.7145327503,39073.4173421963,False,False
26835603,2020 Subaru Outback Limited,2020,0,Ottawa,ON,Automatic,38998,4,16,0.22,0.0484,0,0,31894.5247985214,40081.8170153996,44671.852209955,False,False
29584902,2019 Subaru Outback Touring | Sunroof | Bluetooth | Heated Seats,2019,91807,Richmond,BC,Automatic,32797,5,25,0.21,0.0441,91.807,8428.525249,25432.3793952722,30048.2358326243,34010.4090078821,False,False
29429320,2014 Subaru Outback 2.5I PREMIUM AWD TRES PROPRE,2014,188900,Levis,QC,Automatic,11888,10,100,0.16,0.0256,188.9,35683.21,10857.561196901,13842.6305166589,17854.2869569753,False,False
29266802,2021 Subaru Outback Touring,2021,36497,Prince Albert,SK,Automatic,40995,3,9,0.23,0.0529,36.497,1332.031009,33109.048011718,39614.8202831649,43514.506009137,False,False
29191713,2015 Subaru Outback LIMITED *Excellent Condition/Navi/4 New Tires/Drives Like New*,2015,370000,HAMILTON,ON,Automatic,9995,9,81,0.17,0.0289,370,136900,5502.8832061654,9538.00412013043,11522.2731777997,False,False
29333586,2015 Subaru Outback 2.5i,2015,121043,Scarborough,ON,Automatic,18895,9,81,0.17,0.0289,121.043,14651.407849,15427.439750834,19539.6653620249,24094.5619743311,False,False
29104988,"2020 Subaru Outback Convenience AWD, CarPlay + Android, Heated Seats, Rear Camera, Bluetooth, Power Seat, and more!",2020,30000,Guelph,ON,Automatic,33988,4,16,0.22,0.0484,30,900,30622.3470253701,37443.6145576275,41733.1968956483,False,False
28788477,2007 Subaru Outback,2007,181000,-,NS,,2500,17,289,0.09,0.0081,181,32761,3096.39724055381,7135.9744763854,11453.4882192808,True,False
29274016,2014 Subaru Outback 2.5i Premium,2014,118642,Dieppe,NB,Automatic,16874,10,100,0.16,0.0256,118.642,14075.924164,13729.4303391584,18000.8967638217,22729.3259000694,False,False
29574440,2019 Subaru Outback Premier Eyesight,2019,33913,Montreal,QC,Automatic,30800,5,25,0.21,0.0441,33.913,1150.091569,27856.8812964706,34565.3064212071,39111.0255661911,False,False
29609231,2014 Subaru Outback 2.5i avec groupe Limited et EyeSight,2014,219500,Varennes,QC,Automatic,8500,10,100,0.16,0.0256,219.5,48180.25,9623.76644285471,12351.2971371413,16048.6936601531,True,False
29294645,2016 Subaru Outback Limited 2.5 AWD TOIT OUVRANT BANCS EN CUIR,2016,156555,Pincourt,QC,Automatic,20477,8,64,0.18,0.0324,156.555,24509.468025,15927.6813512266,19195.4865595262,23210.4047624173,False,False
29376104,2015 Subaru Outback 5dr Wgn CVT 2.5i,2015,166809,Longueuil,QC,CVT,15900,9,81,0.17,0.0289,166.809,27825.242481,13551.7394244562,16737.6135499618,20826.2119279266,False,False
29474759,2016 Subaru Outback 3.6R w-Limited & Tech Pkg,2016,124891,Scarborough,ON,Automatic,22485,8,64,0.18,0.0324,124.891,15597.761881,17226.5352214005,21155.1496134044,25492.547724328,False,False
29016010,2015 Subaru Outback 3.6R Limited,2015,212238,Montréal,QC,Automatic,11995,9,81,0.17,0.0289,212.238,45044.968644,11712.6875934709,14385.4149211634,18008.3586029127,False,False
29331473,2018 Subaru Outback Convenience,2018,29321,gatineau,QC,Automatic,29995,6,36,0.2,0.04,29.321,859.721041,25611.1476442382,32575.4080486984,37433.3809276619,False,False
29324134,2013 Subaru Outback 2.5I AWD PREMIUM *2ND WINTER* CERTIFIED BLUETOOTH HEATED SEATS CRUISE ALLOYS,2013,193120,Milton,ON,Automatic,11995,11,121,0.15,0.0225,193.12,37295.3344,9050.3882869503,12097.7152228375,16186.0011436493,False,False
27449318,2018 Subaru Outback 3.6R Limited,2018,76002,Thunder Bay,ON,Automatic,29964,6,36,0.2,0.04,76.002,5776.304004,23650.9785408991,28834.5640697257,33222.6543055043,False,False
29383862,2003 Subaru Outback,2003,280000,Saint-Léonard,QC,Automatic,2595,21,441,0.05,0.0025,280,78400,-1950.37986454296,2521.04143739038,5303.27691074217,False,False
29234357,2019 Subaru Outback 2.5i Tourisme,2019,93380,Brossard,QC,Automatic,24994,5,25,0.21,0.0441,93.38,8719.8244,25367.0204649397,29935.1967317055,33881.4517647876,True,False
29341257,2016 Subaru Outback,2016,76313,Oakville,ON,Automatic,24995,8,64,0.18,0.0324,76.313,5823.673969,19240.6862817243,24565.455807081,29394.9681985936,False,False
29296751,2022 Subaru Outback Wilderness,2022,19590,Brossard,QC,Automatic,44994,2,4,0.24,0.0576,19.59,383.7681,36745.1214098485,43943.9530559125,47659.3385766602,False,False
29226707,2014 Subaru Outback 2.5i Premium,2014,205714,Toronto,ON,Automatic,11950,10,100,0.16,0.0256,205.714,42318.249796,10178.3414759437,12999.1617950853,16838.2957060112,False,False
29347630,2021 Subaru Outback 2.5i Convenience - NO ACCIDENTS/LOCAL VEHICLE/WARR,2021,98000,Winnipeg,MB,Automatic,30988,3,9,0.23,0.0529,98,9604,30536.3829289861,34872.090833717,38151.4899218177,False,False
29290330,"2019 Subaru Outback Touring - Sunroof, heated seats, reverse camera, blindspot monitor, CarPlay+android & New Tires !",2019,137700,Guelph,ON,Automatic,25995,5,25,0.21,0.0441,137.7,18961.29,23536.7142746098,26960.9958907596,30457.3801315873,False,False
29368041,2019 Subaru Outback AWD | TOURING | EYESIGHT | PANO ROOF | BLIND,2019,93996,Kitchener,ON,Automatic,28983,5,25,0.21,0.0441,93.996,8835.248016,25341.4327922065,29891.0693731242,33831.0898200438,False,False
29311079,2015 Subaru Outback 3.6R groupe Limited et ensemble Technologie famili,2015,171200,Salaberry-De-Valleyfield,QC,Automatic,15995,9,81,0.17,0.0289,171.2,29309.44,13372.9901447974,16491.5894926738,20535.3007567053,False,False
29320931,2017 Subaru Outback 2.5i,2017,115226,Ottawa,ON,Manual,21250,7,49,0.19,0.0361,115.226,13277.031076,19743.5299766198,23832.5243871284,28060.4316075545,False,False
29473667,2018 Subaru Outback 2.5i Limited,2018,93403,Ottawa,ON,Automatic,27900,6,36,0.2,0.04,93.403,8724.120409,22926.4445700298,27555.6395158318,31767.8234130987,False,False
29257817,2024 Subaru Outback Wilderness,2024,0,Edmonton,AB,Automatic,49620,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29167970,2018 Subaru Outback 2.5i Touring w-EyeSight Pkg/Sunroof,2018,186194,Airdrie,AB,Automatic,24888,6,36,0.2,0.04,186.194,34668.205636,19119.2220025054,21795.0933509583,25062.3690083188,False,False
29310645,2018 Subaru Outback One Owner- Clean Carfax- No Accidents or Claims!!,2018,54597,Airdrie,AB,Automatic,33995,6,36,0.2,0.04,54.597,2980.832409,24546.8077329739,30493.8291150523,35097.7426368355,False,False
29204303,2012 Subaru Outback 3.6R Premium,2012,186194,Parksville,BC,Automatic,15888,12,144,0.14,0.0196,186.194,34668.205636,7854.98957459714,11098.4589861586,15348.3788053474,False,True
29485560,2013 Subaru Outback Limited,2013,142708,Granby,QC,Automatic,14488,11,121,0.15,0.0225,142.708,20365.573264,11103.1712324586,14933.6485127267,19537.1983944734,False,False
29379231,2020 Subaru Outback Limited XT,2020,51390,Stratford,ON,Automatic,36650,4,16,0.22,0.0484,51.39,2640.9321,29721.3435163318,35676.4608832293,39751.0800472705,False,False
29520702,2010 Subaru Outback 2.5i Sport w/Limited Pkg/Multimedia,2010,203741,Edmonton,AB,Automatic,9997,14,196,0.12,0.0144,203.741,41510.395081,4676.10193278555,8004.4790403147,12167.9297924218,False,False
29241958,2022 Subaru Outback 2.4L Limited XT Turbo,2022,31162,Vaughan,ON,Automatic,43906,2,4,0.24,0.0576,31.162,971.070244,36255.7237605865,42951.1900786187,46550.5191917225,False,False
29586048,2019 Subaru Outback Limited EyeSight NAVI+CUIR+TOIT.OUVRANT,2019,56257,Boisbriand,QC,Automatic,29965,5,25,0.21,0.0441,56.257,3164.850049,26916.7741733541,32739.6622337514,37060.6986675815,False,False
29509435,2024 Subaru Outback Convenience,2024,0,Edmonton,AB,Automatic,39602,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,True,False
29144372,2022 Subaru Outback TOURING AWD | SUNROOF | HTD SEATS | BLIND SPOT,2022,32690,Ottawa,ON,Automatic,38955,2,4,0.24,0.0576,32.69,1068.6361,36191.2126319076,42822.1766312806,46406.167843671,False,False
29270615,"2022 Subaru Outback Limited EyeSight, cuir/leather, navigation",2022,27517,Dorval,QC,Automatic,40999,2,4,0.24,0.0576,27.517,757.185289,36409.7171371164,43260.9014534033,46896.8059885367,False,False
29116676,2018 Subaru Outback 2.5i Limited,2018,81692,Lethbridge,AB,Automatic,34900,6,36,0.2,0.04,81.692,6673.582864,23413.69390829,28409.4613710505,32740.0763942848,False,True
29308641,2022 Subaru Outback Wilderness,2022,41501,Oshawa,ON,Automatic,45990,2,4,0.24,0.0576,41.501,1722.333001,35819.7203080141,42087.6764795772,45583.1624655297,False,True
29242860,2019 Subaru Outback Touring 3.6L 4WD | Heated Seats | Apple CarPlay | 256hp,2019,35908,Winnipeg,MB,Automatic,36899,5,25,0.21,0.0441,35.908,1289.384464,27772.7193837317,34398.0965475706,38923.7820760971,False,False
29509460,2024 Subaru Outback Touring - Sunroof - Power Liftgate,2024,0,Edmonton,AB,Automatic,43902,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29096253,2010 Subaru Outback 3.6R w/Limited Pkg,2010,271000,Saint John,NB,Automatic,8988,14,196,0.12,0.0144,271,73441,1988.80882485287,5188.80194270159,8658.50235073373,False,True
29203964,2014 Subaru Outback **PREMIUM+TOIT+AWD+MAGS**,2014,203900,Longueuil,QC,Automatic,10499,10,100,0.16,0.0256,203.9,41575.21,10251.4699801494,13087.3414414026,16945.1064919519,False,False
29545533,2019 Subaru Outback Limited,2019,126535,Ottawa,ON,Automatic,24995,5,25,0.21,0.0441,126.535,16011.106225,23995.7606109162,27671.8986167931,31281.8626473077,False,False
28801840,2018 Subaru Outback 3.6R Limited,2018,59399,Lethbridge,AB,Automatic,38900,6,36,0.2,0.04,59.399,3528.241201,24345.3978371915,30113.329329532,34668.8787253813,False,True
